x,y,cars_received
1,8,16
2,2,18
7,3,19
9,6,17
0,5,19
7,4,19
3,6,17
9,8,18
4,5,19
4,3,18
5,1,19
2,8,17
4,8,19
9,9,19
5,7,19
1,9,17
2,1,18
8,4,18
3,8,17
7,7,19
0,7,17
8,1,19
6,4,19
7,8,19
9,5,18
2,5,17
4,9,19
6,5,19
2,6,17
8,3,19
1,5,17
1,6,16
9,7,18
0,1,18
9,0,19
8,0,19
0,8,18
9,4,19
4,4,19
4,6,19
4,2,17
9,1,19
5,9,19
3,5,17
1,2,19
1,1,18
8,7,18
1,0,18
3,7,15
3,0,19
2,7,15
7,5,19
5,2,19
3,2,17
8,8,18
3,4,18
